distancia_km,tiempo_min,velocidad_kmh,carga_kg,peso_vehiculo_kg,capacidad_kg,cilindraje_l,rendimiento_km_l,factor_trafico,factor_clima,hora_sin,hora_cos,tipo_via_codigo,detenciones_estimadas,pendiente_pct,consumo_base_l,consumo_real_l,fuente
0.08,0.19297,24.8739,340.916,4200.0,500.0,2.061,10.0648,1.1799,1.0404,-0.96593,0.25882,0,0,4.4666,0.007948,0.012801,SIMULADO_CONTROLADO
1.82948,3.88108,28.28307,3472.054,6500.0,4000.0,6.237,5.2224,1.165,1.0923,-0.86603,-0.5,0,4,8.0124,0.350312,0.607714,SIMULADO_CONTROLADO
3.30637,7.4296,26.70163,2625.881,2200.0,7000.0,3.885,10.833,1.0053,1.0798,-0.86603,0.5,0,5,0.4352,0.305212,0.382349,SIMULADO_CONTROLADO
0.7026,0.80686,52.24679,1922.456,1400.0,4000.0,2.024,14.6354,1.0454,0.983,0.96593,-0.25882,2,0,3.3031,0.048006,0.059155,SIMULADO_CONTROLADO
2.10649,2.33544,54.11801,322.082,9000.0,500.0,5.097,5.3369,1.0,0.9991,0.25882,0.96593,2,3,2.8347,0.3947,0.495323,SIMULADO_CONTROLADO
2.26148,5.53846,24.49936,906.897,900.0,2500.0,2.439,15.6579,1.2328,0.9928,0.96593,0.25882,3,6,4.3554,0.144431,0.22835,SIMULADO_CONTROLADO
0.74521,1.13043,39.55363,806.478,4200.0,1200.0,2.195,11.5752,1.0,0.98,0.5,-0.86603,1,1,3.4865,0.06438,0.077789,SIMULADO_CONTROLADO
4.73781,7.16057,39.69914,4990.959,2200.0,7000.0,2.618,14.8071,1.0,1.0275,0.5,0.86603,1,7,3.2512,0.319969,0.42843,SIMULADO_CONTROLADO
2.29142,5.16552,26.61592,2925.741,900.0,4000.0,4.265,15.2275,1.0,1.0711,0.86603,0.5,0,2,4.1357,0.150479,0.195122,SIMULADO_CONTROLADO
1.47891,4.45927,19.89898,1676.256,9000.0,4000.0,2.751,6.3752,1.227,1.0236,0.70711,0.70711,0,2,2.2757,0.231979,0.360434,SIMULADO_CONTROLADO
1.74866,2.37823,44.11674,620.262,6500.0,1200.0,1.416,8.6585,1.0,0.98,0.70711,0.70711,1,3,1.4168,0.201958,0.253895,SIMULADO_CONTROLADO
0.61107,1.75282,20.91737,753.252,1400.0,1200.0,3.254,11.8364,1.1651,0.997,0.70711,-0.70711,3,1,3.4518,0.051626,0.07464,SIMULADO_CONTROLADO
0.58509,0.90273,38.88835,1195.759,6500.0,4000.0,2.442,11.1213,1.4223,1.0202,-0.96593,0.25882,2,0,1.4126,0.05261,0.085872,SIMULADO_CONTROLADO
1.36585,3.62476,22.60864,162.327,6500.0,500.0,3.911,7.6092,1.4277,1.0697,0.70711,-0.70711,3,2,2.2364,0.1795,0.341823,SIMULADO_CONTROLADO
1.43866,2.44335,35.32832,385.886,2800.0,500.0,3.636,10.7682,1.0,1.0268,0.96593,-0.25882,0,2,0.0,0.133602,0.179007,SIMULADO_CONTROLADO
1.65738,5.4475,18.25473,309.725,9000.0,500.0,1.614,7.4296,1.2077,1.0636,-0.25882,-0.96593,0,1,2.6174,0.223078,0.379154,SIMULADO_CONTROLADO
5.0246,10.94394,27.5473,835.297,1400.0,1800.0,2.5,12.6899,1.0018,1.0313,-0.70711,-0.70711,3,14,0.5498,0.395954,0.535856,SIMULADO_CONTROLADO
3.18031,6.17484,30.90259,440.247,900.0,500.0,2.692,15.0433,1.0,1.0457,0.86603,-0.5,0,2,2.4307,0.21141,0.292757,SIMULADO_CONTROLADO
0.31729,0.77935,24.42691,1917.313,6500.0,2500.0,3.769,8.4003,1.1418,0.9927,0.0,1.0,0,0,0.2193,0.037771,0.05403,SIMULADO_CONTROLADO
4.38928,8.1605,32.27216,320.999,2200.0,800.0,5.558,13.4074,1.3565,1.0041,0.96593,-0.25882,1,4,2.4594,0.327377,0.534214,SIMULADO_CONTROLADO
1.35683,6.26237,12.99979,1114.113,900.0,7000.0,2.359,16.0427,1.2559,0.98,0.25882,0.96593,3,1,4.3894,0.084576,0.122136,SIMULADO_CONTROLADO
3.4009,3.4909,58.45308,1283.015,9000.0,1800.0,2.038,8.4067,1.0456,1.0621,0.70711,0.70711,2,3,1.2487,0.404546,0.553348,SIMULADO_CONTROLADO
1.45006,3.39463,25.62976,102.72,2200.0,500.0,1.205,14.5051,1.2728,1.0219,-0.5,-0.86603,0,2,0.5401,0.099969,0.152665,SIMULADO_CONTROLADO
2.18165,6.07725,21.53921,2009.109,9000.0,2500.0,4.414,4.9835,1.0,0.98,0.86603,0.5,3,4,4.1414,0.437777,0.60648,SIMULADO_CONTROLADO
0.65926,1.82219,21.70772,539.328,6500.0,1200.0,2.926,7.9391,1.0395,1.0567,0.86603,-0.5,3,1,4.4179,0.08304,0.123216,SIMULADO_CONTROLADO
2.55884,8.77204,17.50229,648.796,2200.0,800.0,4.752,12.0248,1.0282,1.0788,0.70711,-0.70711,3,7,3.3902,0.212797,0.36106,SIMULADO_CONTROLADO
3.67782,10.99741,20.06556,1247.068,6500.0,2500.0,4.858,10.7071,1.1725,0.9985,-0.70711,0.70711,3,8,1.5225,0.343492,0.487732,SIMULADO_CONTROLADO
0.3953,0.96119,24.67549,2402.072,2800.0,7000.0,1.437,13.2544,1.1275,1.0566,0.70711,0.70711,0,0,1.1777,0.029824,0.040118,SIMULADO_CONTROLADO
3.71785,13.37339,16.6802,1252.664,4200.0,7000.0,3.418,11.4553,1.1374,1.0256,0.25882,0.96593,3,11,1.8039,0.324552,0.45502,SIMULADO_CONTROLADO
1.10596,1.65037,40.20781,510.794,2200.0,1800.0,6.33,13.7737,1.132,0.98,0.0,-1.0,1,1,2.3758,0.080295,0.097327,SIMULADO_CONTROLADO
6.12924,13.82925,26.59251,1041.424,900.0,4000.0,2.658,15.2093,1.1636,1.1229,-0.5,-0.86603,3,14,0.0,0.402993,0.662236,SIMULADO_CONTROLADO
3.44552,4.69664,44.0169,439.192,1400.0,800.0,4.007,12.8986,1.2464,1.0258,0.0,-1.0,2,1,0.4354,0.267123,0.388039,SIMULADO_CONTROLADO
3.03307,9.14762,19.89419,2800.415,2200.0,4000.0,4.05,13.8535,1.1839,1.0441,-0.86603,-0.5,3,5,5.1268,0.218939,0.354002,SIMULADO_CONTROLADO
1.75687,2.0633,51.08926,2095.541,2800.0,7000.0,2.581,12.5244,1.1145,1.0069,-0.86603,0.5,2,1,2.9356,0.140276,0.174268,SIMULADO_CONTROLADO
9.48813,12.69433,44.84582,881.635,6500.0,1800.0,5.33,8.4484,1.2243,1.0217,-0.5,-0.86603,2,20,5.0767,1.123065,1.769324,SIMULADO_CONTROLADO
1.36409,2.14059,38.23502,600.627,1400.0,1800.0,1.22,15.6658,1.2922,1.0423,0.0,-1.0,2,0,4.6329,0.087075,0.121985,SIMULADO_CONTROLADO
0.80715,2.33605,20.73118,830.074,6500.0,1800.0,2.402,8.8259,1.071,0.9881,-0.86603,-0.5,3,2,1.8438,0.091452,0.121516,SIMULADO_CONTROLADO
1.14074,1.46814,46.61974,259.731,6500.0,500.0,4.34,8.7705,1.1505,1.1112,0.96593,0.25882,2,2,1.8756,0.130066,0.189529,SIMULADO_CONTROLADO
4.14763,10.68858,23.28258,2114.355,6500.0,7000.0,6.062,9.6923,1.3459,1.0727,0.96593,0.25882,0,4,4.5298,0.42793,0.789262,SIMULADO_CONTROLADO
2.14995,5.15219,25.03735,839.938,6500.0,4000.0,1.251,9.1854,1.0,1.0583,0.86603,-0.5,3,3,4.0932,0.234061,0.344727,SIMULADO_CONTROLADO
1.91383,2.95914,38.80518,2485.22,900.0,7000.0,4.385,15.7072,1.4488,1.0286,-1.0,-0.0,2,1,4.5736,0.121844,0.206106,SIMULADO_CONTROLADO
1.38135,2.30862,35.90069,77.19,1400.0,500.0,1.218,14.3434,1.0,1.0007,-0.86603,0.5,1,1,2.4716,0.096306,0.096652,SIMULADO_CONTROLADO
1.83652,2.10103,52.44627,1201.265,9000.0,4000.0,4.501,8.1371,1.1047,1.0814,-0.25882,-0.96593,2,4,2.7994,0.225699,0.293846,SIMULADO_CONTROLADO
1.30204,3.14807,24.816,681.491,4200.0,1200.0,3.381,10.2518,1.008,1.0625,-0.5,-0.86603,3,1,1.9633,0.127007,0.165334,SIMULADO_CONTROLADO
3.23984,7.26248,26.76638,1070.679,1400.0,4000.0,3.503,13.5512,1.5101,1.017,-1.0,-0.0,3,6,2.3877,0.239081,0.469821,SIMULADO_CONTROLADO
1.62699,4.51751,21.6091,4860.177,9000.0,7000.0,6.328,6.9624,1.0795,0.9862,0.96593,0.25882,3,2,1.0601,0.233682,0.324027,SIMULADO_CONTROLADO
1.15949,1.73112,40.18757,5107.967,2200.0,7000.0,4.816,14.4955,1.0799,0.98,0.5,0.86603,1,2,2.343,0.07999,0.097195,SIMULADO_CONTROLADO
3.91002,6.89394,34.0301,3590.935,2200.0,7000.0,2.241,14.7737,1.1007,1.0363,-0.96593,-0.25882,3,6,2.164,0.264662,0.427487,SIMULADO_CONTROLADO
0.8319,1.36705,36.51203,169.772,6500.0,500.0,6.486,6.2831,1.1753,1.0238,0.70711,0.70711,1,0,1.5366,0.132402,0.184095,SIMULADO_CONTROLADO
2.17317,2.63985,49.39315,979.552,9000.0,1200.0,2.56,6.9467,1.1074,1.0884,0.70711,0.70711,2,1,4.1614,0.312834,0.497731,SIMULADO_CONTROLADO
0.25819,0.34929,44.35139,1104.295,2200.0,1200.0,4.835,12.6256,1.1387,1.0796,0.70711,-0.70711,2,0,0.0,0.02045,0.028958,SIMULADO_CONTROLADO
0.53594,0.89044,36.11307,468.209,4200.0,1800.0,4.806,9.6105,1.0,1.0368,-1.0,-0.0,0,0,3.2086,0.055766,0.073009,SIMULADO_CONTROLADO
1.48689,2.85142,31.28726,3040.437,4200.0,7000.0,5.704,11.0696,1.1691,1.0313,0.70711,-0.70711,1,0,0.5645,0.134322,0.190804,SIMULADO_CONTROLADO
1.28179,2.79589,27.50719,929.351,1400.0,2500.0,3.314,13.1767,1.1628,0.9832,0.5,0.86603,0,2,0.7195,0.097277,0.12483,SIMULADO_CONTROLADO
1.28011,3.70557,20.7273,642.725,2800.0,1800.0,4.889,10.4514,1.3262,1.0827,0.70711,0.70711,0,2,0.8995,0.122482,0.201796,SIMULADO_CONTROLADO
3.46778,6.95598,29.91191,3535.937,900.0,4000.0,4.517,12.1221,1.3694,1.0324,1.0,0.0,1,4,3.4888,0.286071,0.495304,SIMULADO_CONTROLADO
3.61125,6.88437,31.47351,559.358,9000.0,800.0,3.513,8.4739,1.13,1.0622,0.25882,0.96593,1,8,0.0,0.426162,0.642341,SIMULADO_CONTROLADO
2.49974,5.24099,28.61757,1211.186,6500.0,2500.0,6.055,7.1629,1.2906,1.088,0.96593,-0.25882,0,2,2.8543,0.348987,0.652606,SIMULADO_CONTROLADO
0.79007,1.15934,40.88881,520.775,1400.0,1800.0,2.535,13.8717,1.0,1.0095,0.25882,0.96593,1,1,2.5955,0.056955,0.058901,SIMULADO_CONTROLADO
1.82523,2.88078,38.01545,655.521,4200.0,800.0,2.389,10.4883,1.2828,0.9977,-0.86603,0.5,2,3,0.4627,0.174026,0.277746,SIMULADO_CONTROLADO
6.70827,12.16368,33.09003,1324.4,900.0,2500.0,4.541,15.698,1.0684,1.1461,0.25882,0.96593,0,9,2.8826,0.427332,0.659748,SIMULADO_CONTROLADO
8.88545,13.33369,39.98345,1127.751,900.0,4000.0,2.208,13.4499,1.0,1.0618,0.86603,0.5,1,13,0.0,0.660632,0.803651,SIMULADO_CONTROLADO
3.93641,6.13522,38.49651,2763.389,4200.0,4000.0,5.599,8.8355,1.1303,1.0225,0.0,1.0,1,2,2.4081,0.445522,0.642509,SIMULADO_CONTROLADO
0.82006,1.14152,43.10338,3837.655,6500.0,4000.0,3.0,8.7637,1.3841,1.0908,1.0,0.0,2,0,0.0,0.093575,0.172023,SIMULADO_CONTROLADO
1.83799,2.96282,37.2211,105.622,6500.0,4000.0,3.432,8.9298,1.189,1.0211,-0.96593,0.25882,1,2,6.8057,0.205827,0.292494,SIMULADO_CONTROLADO
2.37906,4.67783,30.51495,486.871,2200.0,1800.0,4.816,13.423,1.3994,1.0496,-0.25882,-0.96593,2,5,4.309,0.177237,0.28127,SIMULADO_CONTROLADO
2.1191,2.94604,43.15817,379.43,9000.0,500.0,5.891,4.5383,1.0402,1.0094,-0.5,0.86603,1,1,3.0176,0.466934,0.648555,SIMULADO_CONTROLADO
4.22389,8.11448,31.23224,3819.627,2800.0,7000.0,4.857,13.8676,1.3277,1.0342,-0.5,-0.86603,1,5,0.4941,0.304586,0.463393,SIMULADO_CONTROLADO
3.36143,5.24273,38.46963,615.668,2200.0,1800.0,1.699,13.2328,1.0557,1.0227,0.5,-0.86603,1,1,1.9214,0.254023,0.302145,SIMULADO_CONTROLADO
0.7784,1.89498,24.64621,1931.897,2200.0,2500.0,2.992,12.2434,1.1961,1.0012,-0.25882,0.96593,0,0,2.0082,0.063577,0.088845,SIMULADO_CONTROLADO
1.18416,1.79428,39.59772,229.761,6500.0,500.0,5.175,6.8466,1.1947,1.0459,0.86603,0.5,2,1,3.008,0.172956,0.250813,SIMULADO_CONTROLADO
3.92501,9.62469,24.46839,3060.032,2200.0,7000.0,6.011,11.1663,1.2658,1.0063,0.5,0.86603,0,9,3.337,0.351504,0.550327,SIMULADO_CONTROLADO
5.13665,10.43363,29.53898,5976.054,2200.0,7000.0,4.559,11.3461,1.2001,1.0609,0.96593,-0.25882,1,4,2.9722,0.452725,0.725996,SIMULADO_CONTROLADO
2.40127,6.30387,22.85517,2456.941,2200.0,7000.0,4.36,13.7393,1.0417,1.0213,-0.5,0.86603,3,2,3.2188,0.174774,0.217984,SIMULADO_CONTROLADO
5.56789,16.83559,19.84327,489.193,2200.0,800.0,3.21,12.1546,1.3008,0.98,-0.96593,0.25882,3,4,2.1433,0.458091,0.784067,SIMULADO_CONTROLADO
2.20189,3.10354,42.5686,752.346,2200.0,4000.0,3.734,12.9605,1.4371,1.0629,0.0,-1.0,2,3,3.2192,0.169893,0.2805,SIMULADO_CONTROLADO
0.91398,2.72009,20.1607,649.932,900.0,2500.0,3.491,13.2937,1.0666,1.0637,-0.5,0.86603,3,2,1.1603,0.068753,0.084478,SIMULADO_CONTROLADO
3.14937,6.13387,30.80635,388.66,9000.0,800.0,1.492,5.9191,1.0,1.1364,-0.70711,-0.70711,3,3,0.2667,0.532074,0.747194,SIMULADO_CONTROLADO
11.47005,18.27346,37.66135,1349.164,1400.0,1800.0,1.316,16.3357,1.2399,1.0358,0.96593,0.25882,1,10,6.3805,0.702145,1.180476,SIMULADO_CONTROLADO
0.61604,1.77144,20.86569,1616.697,2800.0,1800.0,4.472,14.1108,1.107,1.0432,0.0,1.0,3,1,3.3736,0.043657,0.069936,SIMULADO_CONTROLADO
5.42786,10.0396,32.43869,1301.431,1400.0,2500.0,3.902,15.3668,1.139,1.0565,0.0,1.0,1,2,6.2928,0.353219,0.521766,SIMULADO_CONTROLADO
3.02395,6.51434,27.85195,177.28,2800.0,500.0,2.498,11.3103,1.249,1.0809,-0.86603,0.5,1,6,1.923,0.267362,0.408346,SIMULADO_CONTROLADO
1.12331,1.304,51.68605,1139.307,1400.0,1800.0,5.932,11.3317,1.087,1.0781,0.96593,-0.25882,2,2,7.5625,0.09913,0.151364,SIMULADO_CONTROLADO
0.2664,0.82253,19.43257,323.836,1400.0,2500.0,2.295,16.9413,1.117,1.0493,0.5,-0.86603,3,0,2.6672,0.015725,0.020681,SIMULADO_CONTROLADO
0.14914,0.33575,26.65094,3659.697,2200.0,4000.0,4.913,12.2841,1.144,1.0335,0.70711,-0.70711,3,0,4.9065,0.012141,0.018069,SIMULADO_CONTROLADO
1.27788,2.7997,27.38597,1971.47,9000.0,4000.0,5.378,4.2,1.3952,1.0729,0.5,0.86603,1,1,2.569,0.304256,0.572464,SIMULADO_CONTROLADO
2.67911,3.68556,43.61527,271.636,9000.0,2500.0,5.653,6.7547,1.1648,1.0316,0.0,1.0,2,1,2.8463,0.396627,0.525988,SIMULADO_CONTROLADO
3.7288,7.23231,30.93451,861.871,6500.0,2500.0,5.65,8.0386,1.0,0.98,-0.96593,-0.25882,0,5,2.2581,0.463863,0.582471,SIMULADO_CONTROLADO
4.33903,11.69771,22.25581,179.123,1400.0,500.0,5.409,13.8493,1.0,0.98,-0.86603,-0.5,3,12,1.4651,0.313304,0.38608,SIMULADO_CONTROLADO
2.50793,3.23224,46.55461,2568.348,4200.0,4000.0,3.626,8.4827,1.1823,1.0218,0.96593,0.25882,2,2,4.5585,0.295653,0.427561,SIMULADO_CONTROLADO
2.22758,2.26749,58.94396,894.946,6500.0,1200.0,4.507,8.0804,1.0,1.0404,0.5,0.86603,2,1,2.4814,0.275675,0.342401,SIMULADO_CONTROLADO
1.52792,3.5995,25.46892,1414.642,4200.0,1800.0,5.746,11.3529,1.0,1.1462,0.0,-1.0,3,2,4.2439,0.134584,0.203786,SIMULADO_CONTROLADO
2.72685,3.71199,44.07633,972.12,9000.0,1800.0,3.428,5.6892,1.2617,1.0296,0.25882,0.96593,2,2,4.398,0.479305,0.727954,SIMULADO_CONTROLADO
1.13849,2.79367,24.45157,2241.195,1400.0,7000.0,4.756,14.942,1.2695,1.0371,1.0,0.0,0,1,5.4701,0.076194,0.117492,SIMULADO_CONTROLADO
0.64984,1.24286,31.37134,306.588,2800.0,1200.0,2.046,11.6994,1.1011,1.0168,-0.96593,-0.25882,1,1,3.3845,0.055544,0.070581,SIMULADO_CONTROLADO
2.12428,4.82378,26.42266,680.816,2200.0,1200.0,4.193,12.7781,1.207,1.0628,0.86603,0.5,0,1,0.0,0.166244,0.239559,SIMULADO_CONTROLADO
3.53229,4.52333,46.85435,2038.089,6500.0,4000.0,1.948,11.5975,1.1901,1.0476,-1.0,-0.0,2,6,1.8276,0.304573,0.474468,SIMULADO_CONTROLADO
0.51657,1.12913,27.44958,1833.963,900.0,2500.0,4.7,12.6042,1.2564,1.0063,-0.70711,0.70711,0,1,2.4471,0.040984,0.065713,SIMULADO_CONTROLADO
1.27799,2.91621,26.29415,352.56,2200.0,1200.0,3.197,13.687,1.2568,0.9895,0.86603,0.5,0,0,2.5261,0.093372,0.127704,SIMULADO_CONTROLADO
2.06448,2.28573,54.19221,1092.724,4200.0,1200.0,2.408,12.4187,1.0,1.0169,-0.70711,-0.70711,2,2,5.2686,0.166239,0.206311,SIMULADO_CONTROLADO
2.0312,2.29212,53.17015,2547.273,900.0,4000.0,3.112,14.8093,1.1215,0.997,-1.0,-0.0,2,2,4.8861,0.137157,0.177656,SIMULADO_CONTROLADO
2.96643,4.13132,43.08208,1445.195,1400.0,4000.0,4.918,13.0871,1.2429,1.0246,0.0,-1.0,2,4,2.1957,0.226669,0.302143,SIMULADO_CONTROLADO
6.58212,16.5701,23.83372,661.022,4200.0,800.0,6.013,9.0428,1.0943,1.0414,0.96593,-0.25882,3,22,7.6032,0.727888,1.279335,SIMULADO_CONTROLADO
0.15128,0.44936,20.20004,889.699,1400.0,1200.0,1.26,15.269,1.1658,1.0124,-0.25882,0.96593,3,0,1.7674,0.009908,0.015236,SIMULADO_CONTROLADO
6.77829,16.08615,25.28248,2968.206,4200.0,4000.0,2.09,11.7365,1.2801,1.1005,0.96593,-0.25882,0,8,1.9378,0.57754,1.043553,SIMULADO_CONTROLADO
6.38877,19.35224,19.80786,115.753,2200.0,500.0,4.94,10.8533,1.1729,1.0872,0.96593,0.25882,3,19,0.206,0.588649,0.966401,SIMULADO_CONTROLADO
3.77204,4.93718,45.8404,396.201,2800.0,800.0,4.214,13.6234,1.4013,1.0247,0.5,0.86603,2,5,0.0,0.27688,0.440563,SIMULADO_CONTROLADO
2.36798,2.8934,49.1045,795.307,2200.0,800.0,2.892,12.4067,1.3403,0.9916,-0.70711,0.70711,2,4,0.0218,0.190863,0.312979,SIMULADO_CONTROLADO
1.15853,2.33356,29.78779,691.341,9000.0,1800.0,4.654,4.2132,1.141,1.0337,0.96593,0.25882,0,2,4.6284,0.274978,0.417927,SIMULADO_CONTROLADO
3.73997,4.08662,54.91054,389.307,6500.0,1800.0,5.796,7.1769,1.1283,1.029,0.70711,0.70711,2,6,4.0572,0.52111,0.685795,SIMULADO_CONTROLADO
2.46023,3.0222,48.84314,834.853,6500.0,1200.0,2.567,8.2735,1.0,1.0322,0.0,1.0,2,1,0.6445,0.297364,0.371534,SIMULADO_CONTROLADO
1.55502,2.1222,43.96425,235.135,6500.0,500.0,3.774,8.4918,1.1078,1.0171,1.0,0.0,2,1,2.7097,0.18312,0.248019,SIMULADO_CONTROLADO
3.67247,7.67397,28.71376,781.614,2200.0,2500.0,1.31,12.7195,1.0,0.9878,-0.86603,-0.5,0,7,4.1936,0.288727,0.358487,SIMULADO_CONTROLADO
4.12351,5.35814,46.17475,1523.452,900.0,4000.0,6.214,13.8414,1.1954,1.0366,-0.86603,-0.5,2,1,0.0,0.297912,0.382442,SIMULADO_CONTROLADO
5.1097,15.09226,20.31385,214.081,900.0,800.0,5.449,15.3053,1.1845,1.0192,-0.86603,0.5,3,11,6.2216,0.333851,0.480623,SIMULADO_CONTROLADO
1.04785,1.71344,36.693,929.32,2800.0,2500.0,3.877,12.5824,1.2713,1.0232,-0.86603,-0.5,2,1,4.7103,0.083279,0.120095,SIMULADO_CONTROLADO
4.66994,10.65751,26.29101,900.908,9000.0,4000.0,6.458,4.2,1.3835,1.0392,0.25882,0.96593,0,9,4.2021,1.111892,2.008461,SIMULADO_CONTROLADO
1.57903,3.13228,30.24689,1244.273,2800.0,1800.0,2.367,12.0389,1.1558,1.0319,-0.86603,0.5,3,5,5.0244,0.13116,0.194411,SIMULADO_CONTROLADO
2.37296,6.61643,21.51883,1298.123,9000.0,2500.0,5.143,5.9512,1.5249,1.0382,1.0,0.0,3,2,0.0,0.398739,0.799547,SIMULADO_CONTROLADO
2.72847,5.56817,29.40073,129.701,2800.0,800.0,5.278,9.4644,1.1972,1.0171,-0.5,0.86603,0,4,2.041,0.288288,0.360823,SIMULADO_CONTROLADO
4.41334,10.22218,25.90448,5667.429,4200.0,7000.0,5.604,8.7991,1.0,1.0512,0.86603,-0.5,3,13,5.1426,0.501569,0.843397,SIMULADO_CONTROLADO
3.41216,5.7063,35.87783,3122.137,900.0,7000.0,4.831,11.949,1.0701,1.0027,0.0,1.0,1,2,2.4852,0.285559,0.354563,SIMULADO_CONTROLADO
1.53353,1.83021,50.27373,477.711,6500.0,2500.0,2.21,9.644,1.1004,0.986,0.70711,-0.70711,2,2,4.0596,0.159014,0.195067,SIMULADO_CONTROLADO
0.18287,0.26189,41.89541,5752.471,9000.0,7000.0,1.684,9.8368,1.2547,0.995,0.5,-0.86603,1,0,5.5412,0.01859,0.030079,SIMULADO_CONTROLADO
2.94101,7.54659,23.38281,1731.051,2800.0,2500.0,2.156,11.7167,1.0084,1.0045,-0.96593,0.25882,3,5,3.9776,0.251011,0.357827,SIMULADO_CONTROLADO
2.29943,6.67933,20.65564,766.255,9000.0,2500.0,5.749,6.3925,1.1123,0.98,-0.25882,-0.96593,3,4,1.9588,0.359707,0.499812,SIMULADO_CONTROLADO
0.6078,1.37769,26.47053,809.329,1400.0,4000.0,3.331,13.4246,1.1342,0.98,0.25882,0.96593,3,0,3.709,0.045275,0.058581,SIMULADO_CONTROLADO
2.50967,5.44273,27.66634,219.624,2800.0,500.0,4.095,10.7732,1.0883,1.0577,0.25882,0.96593,3,7,0.0,0.232956,0.341961,SIMULADO_CONTROLADO
2.04421,7.67016,15.99085,573.011,9000.0,800.0,1.334,9.2764,1.2898,1.0923,-0.5,-0.86603,3,2,3.5297,0.220365,0.400081,SIMULADO_CONTROLADO
5.07584,13.40784,22.71434,495.212,4200.0,800.0,3.805,13.6798,1.2626,1.0601,0.5,0.86603,0,6,4.0742,0.371047,0.63102,SIMULADO_CONTROLADO
7.08626,14.57035,29.18087,753.957,4200.0,2500.0,3.369,11.7781,1.3467,1.0133,0.0,-1.0,1,10,2.817,0.601645,1.0334,SIMULADO_CONTROLADO
4.05282,4.86718,49.96097,166.069,2200.0,800.0,4.033,13.4201,1.107,0.98,-0.70711,0.70711,2,2,4.9392,0.301996,0.35076,SIMULADO_CONTROLADO
1.95275,2.59887,45.08306,613.198,2800.0,1200.0,3.189,12.8397,1.3524,1.0436,-0.86603,0.5,2,2,3.0851,0.152087,0.245207,SIMULADO_CONTROLADO
2.19028,4.90656,26.78389,951.019,2200.0,1800.0,1.6,13.9022,1.0,0.98,-0.70711,-0.70711,0,1,2.8086,0.157549,0.177527,SIMULADO_CONTROLADO
1.01445,1.77152,34.35866,2406.038,4200.0,4000.0,1.433,12.5632,1.0,1.0311,0.96593,-0.25882,0,0,6.3479,0.080747,0.118318,SIMULADO_CONTROLADO
1.19591,1.29505,55.4066,1567.513,900.0,1800.0,6.234,14.1061,1.0,0.999,0.0,-1.0,2,1,0.4885,0.08478,0.099458,SIMULADO_CONTROLADO
1.86419,1.97413,56.6584,206.853,2800.0,500.0,4.4,14.2159,1.1615,0.98,0.5,0.86603,2,2,5.4235,0.131134,0.162049,SIMULADO_CONTROLADO
1.71199,4.37879,23.45843,638.139,9000.0,2500.0,4.61,5.2982,1.3524,1.1016,-0.96593,-0.25882,0,2,5.2572,0.323126,0.641366,SIMULADO_CONTROLADO
0.57193,1.23363,27.8169,258.403,900.0,1200.0,6.052,13.5296,1.0637,0.98,0.70711,0.70711,0,0,4.2751,0.042272,0.047775,SIMULADO_CONTROLADO
5.11162,10.2297,29.98105,446.754,2800.0,500.0,4.12,12.2401,1.0837,1.019,0.25882,0.96593,0,5,1.6505,0.417614,0.609755,SIMULADO_CONTROLADO
5.60053,7.07118,47.52132,592.316,4200.0,2500.0,4.462,12.0208,1.1254,1.0292,-0.70711,-0.70711,2,2,3.2197,0.465904,0.60839,SIMULADO_CONTROLADO
5.00073,17.87335,16.78722,623.126,900.0,800.0,3.972,17.1926,1.2517,1.0138,-0.25882,-0.96593,0,4,0.811,0.290865,0.490083,SIMULADO_CONTROLADO
5.72891,6.90292,49.79559,1167.224,900.0,1800.0,2.133,16.4106,1.0836,1.0559,-0.25882,-0.96593,2,3,1.3196,0.349099,0.459076,SIMULADO_CONTROLADO
8.4583,13.33514,38.0572,2513.085,1400.0,7000.0,2.851,15.2749,1.0747,1.0017,0.25882,-0.96593,1,6,2.776,0.553737,0.68635,SIMULADO_CONTROLADO
1.03209,1.73797,35.63073,353.353,1400.0,800.0,5.887,14.0403,1.0,1.0522,-0.5,-0.86603,1,1,0.6444,0.073509,0.079923,SIMULADO_CONTROLADO
8.22073,9.6373,51.1807,2748.817,9000.0,7000.0,3.552,7.9223,1.0685,1.0493,0.5,-0.86603,2,18,2.01,1.03767,1.431491,SIMULADO_CONTROLADO
1.52575,2.81497,32.52083,1078.803,1400.0,1800.0,2.282,17.4704,1.3484,0.98,0.70711,0.70711,2,1,0.1858,0.087333,0.124436,SIMULADO_CONTROLADO
3.26573,4.31255,45.43577,5225.055,4200.0,7000.0,5.589,8.2627,1.1745,1.0456,-0.25882,-0.96593,2,6,3.8711,0.39524,0.591995,SIMULADO_CONTROLADO
0.43276,1.03965,24.97538,3258.321,2200.0,4000.0,1.663,14.7713,1.0416,0.9876,0.25882,0.96593,3,0,5.9332,0.029297,0.039312,SIMULADO_CONTROLADO
1.36563,4.35831,18.80035,1278.686,2800.0,4000.0,4.59,9.0373,1.3578,0.9825,0.25882,0.96593,3,2,7.1135,0.151111,0.258486,SIMULADO_CONTROLADO
4.13341,11.37644,21.79983,746.369,9000.0,800.0,4.911,6.9318,1.0664,1.0481,-0.25882,-0.96593,3,7,0.3296,0.596294,0.9138,SIMULADO_CONTROLADO
